dokum_no;numune_no;cap;ovalite;elastikiyet;rel_alt_akma_dayanimi;reh_ust_akma_dayanimi;tufal_orani;C;MN;SI;S;P;N;CR;NI;CU;MO;V;TI;AS;SN;SB;AL;NB;CA;ZN;B;PB;ZR;FE;ALSOL;ALINS;CEV;firin_giris_uzunluk;firin_giris_agirlik;firin_kalis_suresi;lcc_kalma_suresi;firin_cikis_sicakligi;kutuk_desarj_sicakligi;tavlama_ortalama_sicaklik;tavlama_min_sicaklik;tavlama_max_sicaklik;dr10_kutuk_sicakligi;ortalama_descaler_basinci;min_descaler_basinci;max_descaler_basinci;max_meerdrive_giris_sicakligi;min_ meerdrive_giris_sicakligi;ortam_hava_sicakligi1;ortam_hava_sicakligi2;ortam_hava_sicakligi3;unit_agirlik;haddeleme_suresi;haddeleme_hizi
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12146;2136;102,4;3;1221,5;1228,9;1221,8;1219,5;1226,5;1095,1;233,7;2321,8;2351,9;935,9;919;61,8;33,2;40,7;177;90,8;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12001;2136;103;4;1221,5;1231,1;1221,7;1219,5;1226,5;1101;233,5;2322,9;2349,5;929,5;916,8;61,7;33;41,1;177;90,6;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12178;2136;104;4;1222;1228,9;1221,7;1219,5;1226;1104,5;233,5;2325,2;2340,3;937,2;918,4;61,7;32,8;41,5;177;90,4;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12184;2136;102,4;3;1222;1228,5;1221,6;1219,5;1225;1099,6;233,5;2322,9;2350,7;937,6;918,1;61,8;32,7;41,1;177;89,9;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12197;2136;103;4;1222,5;1228,9;1221,6;1219,5;1224;1101;233,9;2328,7;2348,4;935,9;917,8;61,7;32,7;41,2;177;89,8;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12224;2136;103;3;1222,5;1229,4;1221,5;1219,5;1224;1103,5;233,6;2321,8;2346,1;928,9;811,8;61,5;33;41,5;177;90,2;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12224;2136;103;4;1222;1229,6;1221,5;1219,5;1224;1102;233,6;2325,2;2349,5;930,2;844,6;61,3;32,9;41,4;177;90,5;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12148;2136;102,7;4;1221,5;1230;1221,5;1219,5;1223;1100,1;233,5;2325,2;2346,1;931,1;916,8;61,2;32,7;41,4;177;90,5;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12204;2136;103,8;3;1221,5;1230;1221,5;1219,5;1222,5;1099,6;234,2;2334,5;2349,5;930,8;811,1;61,7;32,6;41,2;177;90,4;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12194;2136;103;4;1222,5;1228,9;1221,5;1219,5;1222,5;1097,1;233,6;2328,7;2343,8;929,2;858,9;61,9;32,9;40,4;177;90,7;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12200;2136;102;3,9;1223;1231,5;1221,5;1219,5;1223;1097,1;232,9;2316;2339,1;929,2;916,2;61,7;33;39,7;177;90,2;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12200;2136;103;4;1222,5;1227,3;1221,5;1219,5;1223;1101;233,5;2326,4;2351,9;929,5;918,1;61,5;32,7;39,4;177;90,4;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12184;2136;103,2;4;1222;1228,9;1221,5;1219,5;1223;1098,6;232,9;2313,7;2338;931,1;918,1;61,5;32,7;39;177;90,5;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12398;2136;102,8;2,9;1223;1230;1221,5;1219,5;1223;1102,5;233,3;2322,9;2339,1;928,6;918,1;61,7;32,8;38,8;177;90,3;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12189;2136;102,1;4;1223,5;1228,5;1221,6;1219,5;1223,5;1105;233,2;2322,9;2342,6;933,4;917,8;61,7;32,8;39;177;91,1;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12169;2136;103;3;1223;1228,9;1221,6;1219,5;1223,5;1101;232,9;2320,6;2338;929,2;920;61,8;32,8;39,4;177;90,5;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12228;2136;102;4;1222;1230;1221,6;1219,5;1223,5;1100,6;233,2;2319,4;2342,6;930,8;898,4;61,7;32,6;39,4;177;89,8;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12218;2136;103;3,5;1222;1227,9;1221,6;1219,5;1223,5;1101;233,5;2326,4;2348,4;931,8;916,2;61,7;32,5;38,7;177;89,5;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12249;2136;101,4;3;1222,5;1230;1221,6;1219,5;1223,5;1103,5;234,1;2332,2;2349,5;930,5;917,4;61,7;32,6;38,6;177;90,8;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12200;2136;102;4;1223;1229,4;1221,7;1219,5;1223,5;1103,5;233,7;2325,2;2343,8;930,2;918,4;61,8;32,8;39,5;177;91,1;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12148;2136;103;3;1223;1230;1221,7;1219,5;1223,5;1102,5;233,5;2325,2;2342,6;929,5;917,4;61,8;32,8;40,1;177;91;105,1
2220033;KRD100153786;6,3;0,4;113;296,3;248,8;6;0,07;0,48;0,1;0,01;0,01;0,01;0,04;0,05;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,91;0;0;0,17;12150;2136;102;4;1223,5;1228,9;1221,7;1219,5;1223,5;1102,5;234,2;2321,8;2351,9;930,2;821;61,6;32,7;39,9;177;91,1;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12130;2136;102,2;3,5;1223,5;1226,9;1221,8;1219,5;1223,5;1104,5;233,9;2319,4;2354,2;931,1;918,1;61,6;32,6;39,6;177;90,6;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12146;2136;102;3,7;1224,5;1227,4;1221,8;1219,5;1224,5;1101;233,7;2327,5;2343,8;930,8;918,1;61,5;32,5;39,8;177;91,1;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12156;2136;102;4;1224,5;1225,1;1221,9;1219,5;1225;1102;233,8;2332,2;2343,8;930,8;914,6;61,3;32,5;40,2;177;90,4;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12167;2136;102;3;1225;1226,9;1221,9;1219,5;1225;1102;233,8;2333,3;2343,8;935;915,2;61;32,4;40,2;177;90,7;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12186;2136;102;4,5;1224;1227,3;1222;1219,5;1225;1105;232,9;2319,4;2336,8;934;918,4;61,1;32,4;39,7;177;89,7;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12199;2136;102;3,4;1224,5;1228,5;1222;1219,5;1225;1103;233,3;2327,5;2339,1;937,2;917,4;61,4;32,5;39,2;177;90,1;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12169;2136;101;3;1224,5;1228,5;1222,1;1219,5;1225;1102,5;233,9;2333,3;2348,4;930,2;918,1;61,6;32,7;38,8;177;90,7;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12161;2136;102;4,4;1225;1227,9;1222,1;1219,5;1225;1105;232,5;2321,8;2327,5;930,2;914,3;61,5;32,7;39,3;177;90,9;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12142;2136;102;3;1224,5;1230,5;1222,1;1219,5;1225;1103,5;232,5;2307,9;2339,1;935;915,2;61,4;32,6;39,4;177;90,3;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12170;2136;101;3;1224,5;1228,5;1222,2;1219,5;1225;1102;232,6;2314,8;2342,6;930,2;915,2;61,1;32,3;39,4;177;90,4;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12204;2136;102;4;1225;1226,9;1222,2;1219,5;1225;1105;233,5;2321,8;2344,9;930,2;877;60,8;32,1;39,9;177;90,7;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12205;2136;101;3,8;1225,5;1228,9;1222,3;1219,5;1226;1103,5;233,7;2326,4;2344,9;929,5;918,1;60,7;31,9;40,4;177;90,4;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12128;2136;101;4,4;1226;1227,9;1222,3;1219,5;1226;1103;233,4;2331;2338;932,1;916,5;60,6;32,1;40,1;177;91;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12149;2136;102;4;1225,5;1230;1222,4;1219,5;1226;1100,6;233,5;2331;2340,3;930,5;880,8;61;32,3;39,5;177;90,5;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12131;2136;101,7;3;1224,5;1230;1222,4;1219,5;1226;1104,5;233,3;2321,8;2348,4;929,2;907,3;61,3;32,4;39,1;177;90,7;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12131;2136;101;4;1224,5;1227,3;1222,5;1219,5;1226;1100,1;234,3;2333,3;2349,5;928,9;811,1;61,3;32,6;38,8;177;90,3;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12159;2136;101;2,8;1225;1228,5;1222,5;1219,5;1226;1102;232,6;2320,6;2334,5;931,8;913,6;61;32,7;39,1;177;90,3;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12190;2136;101;4;1224,5;1228,9;1222,6;1219,5;1226;1103,5;233,9;2331;2346,1;930,2;918,1;60,7;32,6;39,7;177;90,1;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12121;2136;101,2;4;1224,5;1227,9;1222,6;1219,5;1226;1102;233,5;2321,8;2346,1;929,2;914,3;60,6;32,5;40,3;177;91;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12153;2136;101,8;3;1224,5;1231,1;1222,7;1219,5;1226;1103;233,8;2326,4;2348,4;928,9;916,8;60,5;32,4;40;177;90,7;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12198;2136;101;4;1225;1226,9;1222,7;1219,5;1226;1100,6;234,4;2331;2354,2;934;917,4;60,4;32,2;39,7;177;90,9;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12162;2136;100;3;1225;1230,5;1222,7;1219,5;1226;1102,5;234,9;2339,1;2357,6;928,9;903,4;60,5;32,1;39,9;177;89,9;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12156;2136;101,6;4;1224,5;1230;1222,8;1219,5;1226;1099,6;234,3;2333,3;2351,9;929,5;853,2;60,5;32,1;40;177;90,6;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12164;2136;101;4;1224,5;1230;1222,8;1219,5;1226;1101;234,6;2339,1;2356,5;929,5;915,2;60,5;32,2;40,1;177;90,5;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12215;2136;100;3,7;1224;1229,4;1222,9;1219,5;1226;1100,1;234,1;2333,3;2354,2;929,2;913,6;60,4;32,1;39,8;177;90,5;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12215;2136;101;4;1224,5;1228,5;1222,9;1219,5;1226;1104,5;234;2333,3;2351,9;930,2;916,2;60,3;31,8;39,5;177;89,8;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12208;2136;101;3;1224,5;1232,6;1223;1219,5;1226;1098,6;233,9;2322,9;2346,1;929,5;914,9;60,5;31,9;39,3;177;89,6;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12119;2136;100;4;1224,5;1228,5;1223;1219,5;1226;1104,5;233,6;2331;2340,3;930,8;915,2;60,6;32,4;39,6;177;90,6;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12116;2136;101;4,1;1224,5;1228,9;1223,1;1219,5;1226;1102,5;233,6;2328,7;2342,6;929,2;816,2;60,6;32,6;39,8;177;90,7;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12127;2136;100;3;1224,5;1231,1;1223,2;1219,5;1226;1102,5;233,8;2331;2344,9;930,2;913;60,7;32,6;40;177;90,8;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12158;2136;101;4;1224,5;1225,1;1223,3;1219,5;1226;1100,6;234,3;2338;2349,5;929,5;915,2;60,8;32,5;40,6;177;90,6;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12187;2136;101;3;1225;1229,4;1223,3;1220;1226;1102;234,4;2332,2;2355,3;928,6;913,3;60,7;32,2;41;177;90,8;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12193;2136;100;3,1;1225;1228,5;1223,4;1220;1226;1101;233,9;2320,6;2354,2;928;823,6;60,7;32,1;39,9;177;90,9;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12149;2136;101;4;1225;1232;1223,5;1220;1226;1105,5;233,8;2322,9;2350,7;928;911,1;60,7;32,1;39,3;177;90,2;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12145;2136;99,7;3;1224,5;1231,1;1223,6;1221;1226;1101;233,9;2331;2348,4;928,9;914,9;60,8;32,3;39,1;177;90;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12217;2136;101,4;4;1225;1230,5;1223,6;1221;1226;1103;234,3;2334,5;2354,2;928,6;907,9;60,6;32,4;39,4;177;89,6;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12194;2136;101;3;1225;1231,1;1223,7;1221;1226;1103;234,2;2333,3;2354,2;930,2;914,9;60,4;32,3;40;177;89,4;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12145;2136;100;4,5;1225;1230,5;1223,8;1221;1226;1103,5;234,1;2326,4;2354,2;930,8;917,4;60,3;32,3;40,6;177;89,8;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12183;2136;101;4;1224,5;1229,4;1223,8;1221;1226;1102;233,7;2327,5;2342,6;929,2;913;60,2;32,3;40,3;177;90,1;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12139;2136;100,9;3;1225;1227,9;1223,9;1221,5;1226;1101;233,7;2331;2346,1;929,2;913,3;60;32,2;39,8;177;90,4;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12168;2136;101,5;4;1225,5;1230,5;1223,9;1221,5;1226;1101;234,6;2334,5;2354,2;933,7;913;59,9;32;39,1;177;89,8;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12183;2136;100,4;3;1225,5;1230,5;1224;1221,5;1226;1102;234,4;2332,2;2354,2;928,9;912;60;31,9;38,9;177;89,7;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12214;2136;100,7;4;1225,5;1229,4;1224;1221,5;1226;1102,5;231,9;2302,1;2333,3;928;909,8;60;31,9;38,6;177;89,7;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12195;2136;101;4;1225;1230;1224,1;1221,5;1226;1102;233;2313,7;2340,3;928,6;914,3;59,4;31,7;38,3;177;90,2;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12153;2136;100,9;3;1225,5;1230,5;1224,1;1221,5;1226;1101;233,2;2325,2;2339,1;929,5;913,3;58,8;31,2;38,5;177;89,6;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12183;2136;100;4;1226;1227,9;1224,2;1221,5;1226;1103,5;233,4;2322,9;2344,9;930,8;913;59;30,8;38,8;177;89,9;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12159;2136;101;3;1226;1230,5;1224,2;1221,5;1226;1100,1;234;2327,5;2349,5;930,5;914,6;59,7;30,9;38,8;177;89,9;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12129;2136;100;3,1;1225,5;1230;1224,3;1221,5;1226;1102;234,6;2340,3;2351,9;928,6;913,6;60,6;31,4;38,5;177;89,9;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12123;2136;100,2;4;1226;1227,9;1224,4;1221,5;1226;1104,5;234,2;2332,2;2349,5;935;913,6;61,2;32;38,6;177;90,8;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12219;2136;100;3,7;1225;1240,7;1224,4;1221,5;1226,5;1097,1;234,4;2334,5;2351,9;934;915,2;61,2;32,3;38,9;177;90,8;105,1
2220036;KRD100153869;6,4;0,4;7;280;285;8,4;0,05;0,48;0,13;0,02;0,01;0,01;0,04;0,05;0,07;0;0;0;0,04;0;0;0;0;0;0;0;0;0;98,87;0;0;0,15;12134;2136;100;4;1225,5;1228,5;1224,5;1221,5;1226,5;1098,1;233,9;2328,7;2351,9;929,2;911,7;61,1;32,2;39;177;90,4;105,1
